publish_date,headline_text
20090116,death toll reaches 15 in philippines floods
20090116,freezing hudson would have killed passengers fast
20090116,man arrested over sumo death threat
20090116,police appeal for info on missing adelaide man
20090116,police find body of missing scuba diver
20090117,boy george jailed for imprisoning escort
20090117,castro not close to death venezuelan leader
20090117,faulty wiring creates death trap homes archicentre
20090117,kiss your freedom goodbye mexican mayor says
20090117,man drowns another missing off nsw central coast
20090117,police search for missing southport woman
20090117,search continues for missing swimmer
20090117,wild surf hampers search for missing swimmer
20090117,zimbabwe cholera death toll hits 2200
20090118,death toll rises after kabul suicide bomb
20090118,jockeys more at risk of death than boxers pilots
20090118,make skilled migration cut for environment acf
20090118,police to resume search for missing swimmer
20090118,post mortem fails to uncover cause of party death
20090118,shelley beach search fails fo find missing man
20090118,two dead six missing in french military chopper
20090118,vic police investigate party death
20090119,car park death accident waiting to happen
20090119,police search for missing hospital drugs
20090119,ute driver killed in head on smash
20090119,widow sues hotel over husbands drink driving death
20090120,aerobatics champ killed in plane crash
20090120,ambulance service reviews pregnancy death findings
20090120,boating death investigation to take months
20090120,case closed on missing sydney sex worker
20090120,convicted rapist questioned over missing teenager
20090120,kidnappers free greek shipping magnate
20090120,pedestrian killed on bagot rd
20090120,pilot killed in light plane crash
20090120,police fear for man missing in gippsland
20090120,surfers recover missing swimmers body
20090120,two young boys missing from palmerston
20090121,7 killed in iraq attacks
20090121,antarctic team finds piece of mawsons missing plane
20090121,hit run death an accident court told
20090121,man killed in freak accident
20090121,missing palmerston boys found safe and well
20090121,rob easther explains the find to abc news reporter
20090122,assault didnt cause womans houseboat death court
20090122,death penalty for melamine milk scandal
20090122,obama vows new era of openness freezes pay of top
20090122,one killed in in new england hwy smash
20090122,premier rules out return of death tax
20090122,venus downed by free hitting spaniard
20090122,zimbabwe cholera death toll soars to 2700
20090123,3 killed in belgium creche knife horror
20090123,french debut for missing mozart music
20090123,govt set to declare emerald free of citrus canker
20090123,gunmen storm iraqi family home 9 killed
20090123,hundreds mourn brothers killed in nz glacier
20090123,mexico journalists face self censorship exile or
20090123,missing uluru trekker found
20090123,police fear for missing eden woman
20090123,thailand investigates asylum seeker deaths
20090124,13yo killed in murray river jet ski accident
20090124,aust yachtsman killed in antigua reports
20090124,cyclist killed another injured in truck smash
20090124,cyclist killed in road crash
20090124,killed cyclist was a wonderful guy
20090124,man killed in ute paddock accident
20090124,police concerned for missing outback hitchhiker
20090124,police probe girls jet ski death
20090124,police search for missing moe woman baby
20090124,public help sought to locate missing children
20090124,somali pirates free liberian tanker ngo
20090125,14 killed in somalia suicide blast
20090125,body of missing man found near beswick
20090125,death toll rises as storms batter spain france
20090125,missing loganholme children found
20090125,motorcyclist killed in 4wd crash
20090125,nine rwandan hutu rebels killed in congo fighting
20090125,teenager stabbed to death in london
20090125,three killed in scottish avalanche
20090125,two killed eight wounded in afghanistan suicide
20090126,4 us soldiers killed in iraq chopper crash
20090126,double demerits cutting holiday deaths rta
20090126,driver killed in frankston collision
20090126,housing survey prompts calls to free up land
20090126,jet ski death sparks safety warning
20090126,missing prisoners to face court
20090126,police to scale down missing woman search
20090126,two rebels one civilian killed in thai south police
20090126,two us aircraft crash in iraq four killed
20090127,accused heroin trafficker imprisoned after leaving
20090127,five killed in pakistan bomb
20090127,police fear worst for missing swimmer
20090127,police suspect sabotage in missing yachtsman case
20090127,two killed in shooting outside us teen club police
20090128,2 killed in indonesian elephant attack
20090128,death toll nears 40 from madagascar unrest
20090128,final search for missing grandma
20090128,hay bale death under investigation
20090128,missing yachtsman planned to sail around australia
20090128,parents group calls for freeze on school levies
20090128,police suspect foul play in missing yachtsman case
20090129,bridge death brings murder charge
20090129,falconer death second man charged
20090129,hopes beacon will provide clues to missing
20090129,probe into riverina hospital death begins
20090129,scores killed in madagascar unrest president
20090130,bridge safety questioned after west gate death
